lei,name,legalName,dba,nmls,nmlsNumber,type,dataYear,orig,dollarVol,branches,states,fico,ltv,dti,rate,hmdaRate,rateSource,products,conf,ob_totalOriginatedUnits2025,ob_mergedInsightsFromYear,ob_Conventional_originated,ob_Conventional_approximate,ob_Conventional_hmdaLoanType,ob_Conventional_note,ob_FHA_originated,ob_FHA_approximate,ob_FHA_hmdaLoanType,ob_FHA_note,ob_VA_originated,ob_VA_approximate,ob_VA_hmdaLoanType,ob_VA_note,ob_USDA_originated,ob_USDA_approximate,ob_USDA_hmdaLoanType,ob_USDA_note,ob_Jumbo_originated,ob_Jumbo_approximate,ob_Jumbo_hmdaLoanType,ob_Jumbo_note,ob_HELOC_originated,ob_HELOC_approximate,ob_HELOC_hmdaLoanType,ob_HELOC_note,dec_available,dec_mergedFromReportingYear,dec_totalApplications,dec_deniedApplications,dec_withdrawnApplications,dec_incompleteApplications,dec_approvedNotAccepted,dec_purchasedLoans,dec_denialReasonsSuppressedCount,dec_denialReasonsJson,dec_note
549300RP0N2VARTRFQ77,River Falls State Bank,River Falls State Bank,,,,IMB,2025,73,20065000,,3,,,,6.75,,estimated,Conventional,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,53,0,0,0,1,0,0,{},
549300XTFXREUXEWLW38,The Security National Bank of Enid,The Security National Bank of Enid,,,,IMB,2025,73,14615000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,87,1,4,0,5,0,0,{},
254900U0LVIJMXKBGT11,Heartland Bank,Heartland Bank,,,,IMB,2025,73,12365000,,3,,,,6.75,,estimated,Conventional|VA|Jumbo,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,104,7,5,0,0,1,0,{},
2549009AOX259OY87H37,Baker-Boyer National Bank,Baker-Boyer National Bank,,,,IMB,2025,73,29165000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,90,10,15,6,2,0,0,{},
54930030PHXZTW8UCY89,"THE STOCK EXCHANGE BANK, CALDWELL, KANSAS","THE STOCK EXCHANGE BANK, CALDWELL, KANSAS",,,,IMB,2025,73,9845000,,1,,,,6.75,,estimated,Conventional,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,108,0,0,0,5,0,0,{},
549300JPG4IUQOVV5C90,"Middlesex Federal Savings, F.A.","Middlesex Federal Savings, F.A.",,,,IMB,2025,73,80795000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,71,3,5,0,1,0,0,{},
254900VRRL70B52CAL31,Meridia Community Federal Credit Union,Meridia Community Federal Credit Union,,,,IMB,2025,73,4735000,,1,,,,6.75,,estimated,Conventional,70,73,2025,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,No hmdaInsights on 2025 row and no prior-year same-LEI row with insights to merge.
549300SENIFFLVGUHE44,FIRST FLIGHT,FIRST FLIGHT,,,,IMB,2025,73,8635000,,1,,,,6.75,,estimated,Conventional,70,73,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,134,26,32,0,1,0,0,{},
549300LG73ZJO2VYV440,"AgSouth Farm Credit, ACA","AgSouth Farm Credit, ACA",,,,IMB,2025,72,21850000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,351,130,160,3,1,0,0,{},
549300DQG9B47MV1MR51,"The Samson Banking Company, Inc.","The Samson Banking Company, Inc.",,,,IMB,2025,72,6480000,,2,,,,6.75,,estimated,Conventional,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,100,4,5,0,1,0,0,{},
254900YEG6LSF1BFA422,"Winter Hill Bank, FSB","Winter Hill Bank, FSB",,,,IMB,2025,72,37260000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,114,9,7,3,0,0,0,{},
254900B71NF607TXAW72,Bodcaw Bank,Bodcaw Bank,,,,IMB,2025,72,18150000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,55,1,1,0,1,0,0,{},
254900TGS0SDEDP36K37,Great Nations Bank,Great Nations Bank,,,,IMB,2025,72,10560000,,1,,,,6.75,,estimated,Conventional,70,72,2025,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,No hmdaInsights on 2025 row and no prior-year same-LEI row with insights to merge.
2549006SBIS8ROWE8X84,Capitol Bank,Capitol Bank,,,,IMB,2025,72,34360000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,93,7,8,0,2,0,0,{},
2549002V3ASSGQWSEF62,Grand Missouri Bank ,Grand Missouri Bank,,,,IMB,2025,72,11820000,,1,,,,6.75,,estimated,Conventional,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,119,13,1,0,11,0,0,{},
254900HWJXFZVFUU8M81,STATE BANK OF TABLE ROCK,STATE BANK OF TABLE ROCK,,,,IMB,2025,72,13050000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,73,5,6,0,0,0,0,{},
549300I58H1B8G6KOY91,Traditions First Bank,Traditions First Bank,,,,IMB,2025,72,21600000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,147,8,7,0,9,0,0,{},
5493001YBS0V28ZNVE97,American Nation Bank,American Nation Bank,,,,IMB,2025,72,15250000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,88,17,7,0,3,0,0,{},
25490039PWHR3LPL6D62,Peoples Advantage Federal Credit Union,Peoples Advantage Federal Credit Union,,,,IMB,2025,72,4470000,,2,,,,6.75,,estimated,Conventional,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,114,33,9,6,4,0,0,{},
549300HOPKX8O1S8MJ63,RIEGEL,RIEGEL,,,,IMB,2025,72,8340000,,2,,,,6.75,,estimated,Conventional|HELOC,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,60,4,3,0,0,0,0,{},
984500A4CD08CED38D66,GUADALUPE,GUADALUPE,,,,IMB,2025,72,14140000,,1,,,,6.75,,estimated,Conventional|HELOC,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,54,0,0,0,0,0,0,{},
5493007BX4I89K17ZM64,"ALL REVERSE MORTGAGE, INC.","ALL REVERSE MORTGAGE, INC.",,,,IMB,2025,72,22950000,,12,,,,6.75,,estimated,FHA|HELOC,70,72,2024,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,213,6,19,5,9,0,0,{},
254900W44IWNZ2DBCR56,First National Bank of Decatur County,First National Bank of Decatur County,,,,IMB,2025,72,18440000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,175,12,12,0,0,0,0,{},
549300A23PXRZCMYM504,TCT Federal Credit Union,TCT Federal Credit Union,,,,IMB,2025,72,6190000,,1,,,,6.75,,estimated,Conventional,70,72,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,107,27,8,0,1,0,0,{},
549300O2WI1UYPLRU579,Salem Co-Operative Bank,Salem Co-Operative Bank,,,,IMB,2025,71,33005000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,161,36,11,5,6,0,0,{},
54930018CRFUH37BKR13,Farmers & Merchants Bank,Farmers & Merchants Bank,,,,IMB,2025,71,24805000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,86,9,17,3,0,0,0,{},
549300Y3R0S9WULTX168, Loyal Trust Bank,Loyal Trust Bank,,,,IMB,2025,71,23995000,,5,,,,6.75,,estimated,Conventional|Jumbo,70,71,2025,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,false,,,,,,,,,,No hmdaInsights on 2025 row and no prior-year same-LEI row with insights to merge.
549300K8UWGGY4IOR733,First Farmers & Commercial Bank,First Farmers & Commercial Bank,,,,IMB,2025,71,16675000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,64,5,1,0,5,0,0,{},
549300Z1HPXY3UYVL049,Franklin Bank,Franklin Bank,,,,IMB,2025,71,13055000,,2,,,,6.75,,estimated,Conventional,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,132,29,17,3,0,0,0,{},
54930015NKWX0FSGV150,Jewett City Savings Bank,Jewett City Savings Bank,,,,IMB,2025,71,14305000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,167,37,14,4,8,0,0,{},
549300FQ2SN6TRRGB032,FNBC Bank & Trust,FNBC Bank & Trust,,,,IMB,2025,71,44105000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,80,7,8,2,1,0,0,{},
549300QVXT6121Q7E798,Flushing Bank,Flushing Bank,,,,IMB,2025,71,81385000,,2,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,252,51,16,5,5,95,0,{},
549300GMJ6RM02VXK542,Pilgrim Bank,Pilgrim Bank,,,,IMB,2025,71,30625000,,4,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,139,9,0,0,8,0,0,{},
549300IT6BBMQGOVFG70,Seamen's Bank,Seamen's Bank,,,,IMB,2025,71,49555000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,104,4,12,3,13,0,0,{},
5493007700FZNYYEHT38,KANSAS STATE UNIVERSITY Federal Credit Union,KANSAS STATE UNIVERSITY Federal Credit Union,,,,IMB,2025,71,10145000,,2,,,,6.75,,estimated,Conventional,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,73,14,20,7,1,0,0,{},
54930055Z5ZI5MLNR750,ACHIEVE FINANCIAL CREDIT UNION,ACHIEVE FINANCIAL CREDIT UNION,,,,IMB,2025,71,4565000,,1,,,,6.75,,estimated,Conventional,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,149,31,19,0,0,0,0,{},
549300YBM0K5N6REP663,"Gilmer National Bank, Gilmer, Texas","Gilmer National Bank, Gilmer, Texas",,,,IMB,2025,71,26635000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,68,5,1,0,0,0,0,{},
549300PTYDNRSYG5A828,Malaga Bank F.S.B,Malaga Bank F.S.B,,,,IMB,2025,71,100565000,,1,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,79,6,4,2,0,0,0,{},
54930058TT77ICBGRI91,GEORGIA HERITAGE FEDERAL CREDIT UNION,GEORGIA HERITAGE FEDERAL CREDIT UNION,,,,IMB,2025,71,4275000,,2,,,,6.75,,estimated,Conventional|HELOC,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,71,11,14,0,0,0,0,{},
549300TDS8QNL4IOOX73,Farmers and Mechanics Federal Savings Bank,Farmers and Mechanics Federal Savings Bank,,,,IMB,2025,71,13455000,,1,,,,6.75,,estimated,Conventional,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,99,24,9,1,2,0,0,{},
549300WO6ELYQQWFMD71,Oak View National Bank,Oak View National Bank,,,,IMB,2025,71,29765000,,3,,,,6.75,,estimated,Conventional|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,43,0,1,0,0,0,0,{},
549300GMZQGVLZ5KCW51,AUBURN UNIVERSITY CREDIT UNION,AUBURN UNIVERSITY CREDIT UNION,,,,IMB,2025,71,13185000,,1,,,,6.75,,estimated,Conventional|HELOC|Jumbo,70,71,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,true,2024,94,14,5,3,6,0,0,{},
549300W6UP8EY0KSBG85,New Century Bank,New Century Bank,,,,IMB,2025,70,24280000,,22,,,,6.75,,estimated,Conventional|Jumbo,70,70,2023,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2023,46,0,0,0,0,0,0,{},
549300U2ACJ0QKSFKY48,Carolina Bank & Trust Co.,Carolina Bank & Trust Co.,,,,IMB,2025,70,27230000,,5,,,,6.75,,estimated,Conventional|Jumbo,70,70,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,true,2024,115,9,26,5,0,0,0,{},
549300Y4GAAGXS20SL80,MISSOURI ELECTRIC COOPERATIVES EMPL,MISSOURI ELECTRIC COOPERATIVES EMPL,,,,IMB,2025,70,17640000,,3,,,,6.75,,estimated,Conventional,70,70,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,79,8,26,4,8,0,0,{},
5493006SSMPNYY3P8424,FIDELIS CATHOLIC FEDERAL CREDIT UNION,FIDELIS CATHOLIC FEDERAL CREDIT UNION,,,,IMB,2025,70,8710000,,2,,,,6.75,,estimated,Conventional,70,70,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,50,3,0,3,0,0,0,{},
254900NRU0TO5WZHHH62,SOUTH METRO FEDERAL CREDIT UNION,SOUTH METRO FEDERAL CREDIT UNION,,,,IMB,2025,70,8140000,,3,,,,6.75,,estimated,Conventional,70,70,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,128,7,12,0,2,0,0,{},
549300VH184HHOFFT776,Meijer Credit Union,Meijer Credit Union,,,,IMB,2025,70,11670000,,3,,,,6.75,,estimated,Conventional,70,70,2024,,false,,No HMDA loan_type originated count in merged insights; see row.orig for total originated units.,,,,,,,,,,,,,,,,,,,,,true,2024,149,61,1,5,0,0,0,{},
